domain_name,agency_organization,maintaining_office,use_case,agency_type,branch,state,comments,link,date_added,city,security_contact_email
njhumantrafficking.gov,Non-Federal Agency,"State of New Jersey, Dept. of Law & Pub. Safety, Office of the Attorney General",,state,,NJ,,,,Trenton,matthew.kraemer@njoag.gov
njib.gov,Non-Federal Agency,New Jersey Infrastructure Bank (I-Bank),,state,,NJ,,,,Lawrenceville,support@go-domain.com
njleg.gov,Non-Federal Agency,NJ Office of Legislative Services,,state,,NJ,,,,Trenton,(blank)
njmedicalboard.gov,Non-Federal Agency,"State of New Jersey, Dept. of Law & Pub. Safety, Office of the Attorney General",,state,,NJ,,,,Trenton,matthew.kraemer@njoag.gov
njmvc.gov,Non-Federal Agency,New Jersey Motor Vehicle Commission,,state,,NJ,,,,Trenton,(blank)
njoag.gov,Non-Federal Agency,"State of NJ, Office of the Attorney General",,state,,NJ,,,,Trenton,LPSSECOPS@NJOAG.GOV
njohsp.gov,Non-Federal Agency,New Jersey Office of Homeland Security and Preparedness,,state,,NJ,,,,Hamilton,(blank)
njoneapp.gov,Non-Federal Agency,Division of Family Development,,state,,NJ,,,,Trenton,(blank)
njpaad.gov,Non-Federal Agency,"NJ Department of Human Services, DoAS",,state,,NJ,,,,Mercerville,(blank)
njsda.gov,Non-Federal Agency,New Jersey Schools Development Authority (NJSDA),,state,,NJ,,,,Trenton,security@njsda.gov
njsecurities.gov,Non-Federal Agency,New Jersey Bureau of Securities,,state,,NJ,,,,Trenton,LPSSECOPS@NJOAG.GOV
njseniorgold.gov,Non-Federal Agency,"NJ Department of Human Services, DoAS",,state,,NJ,,,,Mercerville,(blank)
njshield.gov,Non-Federal Agency,New Jersey Office of Homeland Security and Preparedness,,state,,NJ,,,,Hamilton,(blank)
njsnap-ed.gov,Non-Federal Agency,"New Jersey Department of Human Services, Division of Family Development",,state,,NJ,,,,Trenton,(blank)
njsnap.gov,Non-Federal Agency,Division of Family Development,,state,,NJ,,,,Trenton,(blank)
njsp.gov,Non-Federal Agency,"NJ Department of Law and Public Safety, Division of State Police",,state,,NJ,,,,Trenton,LPSSecOps@njoag.gov
njsrgold.gov,Non-Federal Agency,"NJ Department of Human Services, DoAS",,state,,NJ,,,,Mercerville,(blank)
njstart.gov,Non-Federal Agency,"Dept of Treasury, Division of Purchase and Property",,state,,NJ,,,,Trenton,(blank)
njvcco.gov,Non-Federal Agency,New Jersey Department of Law and Public Safety,,state,,NJ,,,,Trenton,njccic@cyber.nj.gov
nm.gov,Non-Federal Agency,State of New Mexico,,state,,NM,,,,Santa Fe,hostmaster@nm.gov
nmag.gov,Non-Federal Agency,New Mexico Attorey General's Office,,state,,NM,,,,Santa Fe,asmith@nmag.gov
nmcourts.gov,Non-Federal Agency,Judicial Information Division,,state,,NM,,,,Santa Fe,security@nmcourts.gov
nmdataxchange.gov,Non-Federal Agency,Judicial Information Division,,state,,NM,,,,Santa Fe,security@nmcourts.gov
nmijudiciary.gov,Non-Federal Agency,NMI Judiciary,,state,,MP,,,,Saipan,michael.villacrusis@nmijudiciary.com
nmlegis.gov,Non-Federal Agency,NM-Legislative Council Service,,state,,NM,,,,Santa Fe,Mark.Guillen@nmlegis.gov
nmsto.gov,Non-Federal Agency,New Mexico State Treasurer's Office,,state,,NM,,,,Santa Fe,paul.madrid@sto.nm.gov
noexcusesc.gov,Non-Federal Agency,South Carolina State Election Commission,,state,,SC,,,,Columbia,bleach@elections.sc.gov
nomasfraudecolorado.gov,Non-Federal Agency,Colorado Department of Law,,state,,CO,,,,Denver,secops@coag.gov
north-dakota.gov,Non-Federal Agency,"State of ND, ITD",,state,,ND,,,,Bismarck,itsecur@nd.gov
northcarolina.gov,Non-Federal Agency,State of North Carolina,,state,,NC,,,,Raleigh,(blank)
northdakota.gov,Non-Federal Agency,"State of ND, ITD",,state,,ND,,,,Bismarck,itsecur@nd.gov
nv.gov,Non-Federal Agency,"State of Nevada, Department of Information Technology",,state,,NV,,,,Carson City,gsteele@admin.nv.gov
nv529.gov,Non-Federal Agency,Nevada State Treasurer's Office,,state,,NV,,,,Carson City,rdanderson@nevadatreasurer.gov
nvagomla.gov,Non-Federal Agency,NV Office of the Attorney General,,state,,NV,,,,Carson City,(blank)
nvcogct.gov,Non-Federal Agency,Naugatuck Valley Council of Governments,,state,,CT,,,,Waterbury,nvcog@nvcogct.gov
nvcourts.gov,Non-Federal Agency,Supreme Court of Nevada,,state,,NV,,,,Carson City,gmeyers@nvcourts.nv.gov
nvdps.gov,Non-Federal Agency,Enterprise IT Services Division,,state,,NV,,,,Carson City,iso@dps.state.nv.us
nvdpspub.gov,Non-Federal Agency,Nevada Department of Public Safety,,state,,NV,,,,Carson City,gsteele@admin.nv.gov
nvease.gov,Non-Federal Agency,Nevada Secretary of State,,state,,NV,,,,Carson City,(blank)
nvggms.gov,Non-Federal Agency,Nevada State Treasurer,,state,,NV,,,,Carson City,rdanderson@nevadatreasurer.gov
nvigate.gov,Non-Federal Agency,Office of the State Treasurer,,state,,NV,,,,Carson City,rdanderson@nevadatreasurer.gov
nvleg.gov,Non-Federal Agency,Legislative Counsel Bureau,,state,,NV,,,,Carson City,ops@lcb.state.nv.us
nvprepaid.gov,Non-Federal Agency,Nevada State Treasurer,,state,,NV,,,,Carson City,rdanderson@nevadatreasurer.gov
nvsexoffenders.gov,Non-Federal Agency,State of Nevada,,state,,NV,,,,Carson City,t.dorsey@dps.state.nv.us
nvsilverflume.gov,Non-Federal Agency,Nevada Secretary of State,,state,,NV,,,,Carson City,(blank)
nvsos.gov,Non-Federal Agency,Nevada Secretary of State,,state,,NV,,,,Carson City,(blank)
ny.gov,Non-Federal Agency,State of New York,,state,,NY,,,,Albany,(blank)
nyassembly.gov,Non-Federal Agency,New York State Assembly,,state,,NY,,,,Albany,domains@nysassembly.gov
nycourthelp.gov,Non-Federal Agency,NYS Unified Court System Division of Technology,,state,,NY,,,,Troy,abuse@nycourts.gov
nycourts.gov,Non-Federal Agency,NYS Unified Court System Division of Technology,,state,,NY,,,,Troy,abuse@nycourts.gov
nyhousingsearch.gov,Non-Federal Agency,NYS Division of Housing and Community Renewal,,state,,NY,,,,Albany,(blank)
nyirc.gov,Non-Federal Agency,New York State Assembly,,state,,NY,,,,Albany,domains@nyassembly.gov
nyjuror.gov,Non-Federal Agency,New York State Unified Court System,,state,,NY,,,,New York,abuse@nycourts.gov
nylipa.gov,Non-Federal Agency,New York State Assembly,,state,,NY,,,,Albany,domains@nyassembly.gov
nyprepare.gov,Non-Federal Agency,NYS Office of Homeland Security,,state,,NY,,,,Albany,(blank)
nysassembly.gov,Non-Federal Agency,New York State Assembly,,state,,NY,,,,Albany,domains@nyassembly.gov
nysdot.gov,Non-Federal Agency,NYS Department of Transportation,,state,,NY,,,,Albany,(blank)
nysed.gov,Non-Federal Agency,New York State Education Department,,state,,NY,,,,Albany,netadm@nysed.gov
nysenate.gov,Non-Federal Agency,State of New York,,state,,NY,,,,Albany,webadmin@nysenate.gov
nystax.gov,Non-Federal Agency,New York State Department of Taxation and Finance ,,state,,NY,,,,Albany,(blank)
nyvotes.gov,Non-Federal Agency,New York State Office of Information Technology Services,,state,,NY,,,,Albany,(blank)
ocfodc.gov,Non-Federal Agency,Office of the Chief Financial Officer,,state,,DC,,,,Washington,(blank)
ocpr.gov,Non-Federal Agency,Office of the Comptroller of the Commonwealth of Puerto Rico,,state,,PR,,,,San Juan,jmadera@ocpr.pr.gov
oh.gov,Non-Federal Agency,State of Ohio,,state,,OH,,,,Columbus,domain.manager@das.ohio.gov
ohioag.gov,Non-Federal Agency,State of Ohio,,state,,OH,,,,Columbus,domain.manager@das.ohio.gov
ohioago.gov,Non-Federal Agency,State of Ohio,,state,,OH,,,,Columbus,domain.manager@das.ohio.gov
ohioagriculture.gov,Non-Federal Agency,"State of Ohio, Office of IT",,state,,OH,,,,Columbus,(blank)
ohioanalytics.gov,Non-Federal Agency,State of Ohio,,state,,OH,,,,Columbus,(blank)
ohioattorneygeneral.gov,Non-Federal Agency,State of Ohio,,state,,OH,,,,Columbus,(blank)
ohioauditor.gov,Non-Federal Agency,State of Ohio,,state,,OH,,,,Columbus,(blank)
ohiobmv.gov,Non-Federal Agency,State of Ohio,,state,,OH,,,,Columbus,(blank)
ohiobusinesscentral.gov,Non-Federal Agency,State of Ohio,,state,,OH,,,,Columbus,domain.manager@das.ohio.gov
ohiocenterfornursing.gov,Non-Federal Agency,State of Ohio ,,state,,OH,,,,Columbus,(blank)
ohiocheckbook.gov,Non-Federal Agency,State of Ohio,,state,,OH,,,,Columbus,(blank)
ohiocourtofclaims.gov,Non-Federal Agency,State of Ohio,,state,,OH,,,,Columbus,(blank)
ohiocourts.gov,Non-Federal Agency,"State of Ohio, Office of IT",,state,,OH,,,,Columbus,(blank)
ohiodnr.gov,Non-Federal Agency,Ohio Department of Natural Resources,,state,,OH,,,,Columbus,(blank)
ohiohouse.gov,Non-Federal Agency,State of Ohio,,state,,OH,,,,Columbus,(blank)
ohiojudicialcenter.gov,Non-Federal Agency,"State of Ohio, Office of IT",,state,,OH,,,,Columbus,(blank)
ohiomeansaccessibility.gov,Non-Federal Agency,State of Ohio,,state,,OH,,,,Columbus,(blank)
ohiomeansjobs.gov,Non-Federal Agency,State of Ohio,,state,,OH,,,,Columbus,(blank)
ohiomeanstraining.gov,Non-Federal Agency,State of Ohio,,state,,OH,,,,Columbus,(blank)
ohiomeansveteransjobs.gov,Non-Federal Agency,State of Ohio,,state,,OH,,,,Columbus,(blank)
ohionosmokelaw.gov,Non-Federal Agency,State of Ohio,,state,,OH,,,,Columbus,(blank)
ohiopmp.gov,Non-Federal Agency,State of Ohio Office of Information Technology,,state,,OH,,,,Columbus,(blank)
ohiored.gov,Non-Federal Agency,State of Ohio,,state,,OH,,,,Columbus,(blank)
ohiosecretaryofstate.gov,Non-Federal Agency,State of Ohio,,state,,OH,,,,Columbus,(blank)
ohiosenate.gov,Non-Federal Agency,Ohio Legislative Information Systems,,state,,OH,,,,Columbus,(blank)
ohiosos.gov,Non-Federal Agency,State of Ohio,,state,,OH,,,,Columbus,domain.manager@das.ohio.gov
ohiostateparks.gov,Non-Federal Agency,State of Ohio,,state,,OH,,,,Columbus,domain.manager@das.ohio.gov
ohiosupremecourt.gov,Non-Federal Agency,"State of Ohio, Office of IT",,state,,OH,,,,Columbus,(blank)
ohiot21.gov,Non-Federal Agency,State of Ohio,,state,,OH,,,,Columbus,domain.manager@das.ohio.gov
ohiotobacco21.gov,Non-Federal Agency,State of Ohio,,state,,OH,,,,Columbus,domain.manager@das.ohio.gov
ohiotreasurer.gov,Non-Federal Agency,Ohio Department of Administrative Services OIT SDD ,,state,,OH,,,,Columbus,(blank)
ohiovet.gov,Non-Federal Agency,State of Ohio,,state,,OH,,,,Columbus,(blank)
ohioveteranshome.gov,Non-Federal Agency,"State of Ohio, Office of IT",,state,,OH,,,,Columbus,(blank)
ohiovets.gov,Non-Federal Agency,State of Ohio,,state,,OH,,,,Columbus,(blank)
ohsos.gov,Non-Federal Agency,State of Ohio,,state,,OH,,,,Columbus,domain.technical@das.ohio.gov
okbenefits.gov,Non-Federal Agency,Oklahoma Department of Human Services,,state,,OK,,,,Oklahoma City,cybercommand@omes.ok.gov
okcommerce.gov,Non-Federal Agency,Oklahoma Department of Commerce,,state,,OK,,,,Oklahoma city,matt.singleton@omes.ok.gov
okdhs.gov,Non-Federal Agency,Oklahoma Department of Human Services,,state,,OK,,,,Oklahoma City,cybercommand@omes.ok.gov
okdrs.gov,Non-Federal Agency,Department of Rehabilitation Services,,state,,OK,,,,Oklahoma City,cybercommand@omes.ok.gov
okelections.gov,Non-Federal Agency,"Oklahoma, Office of Management and Enterprise Services",,state,,OK,,,,Oklahoma City,cybercommand@omes.ok.gov
okhouse.gov,Non-Federal Agency,Legislative Service Bureau,,state,,OK,,,,Oklahoma City,julia.ngo@oklegislature.gov
oklahoma.gov,Non-Federal Agency," Oklahoma, Office of Management and Enterprise Services  ",,state,,OK,,,,Oklahoma City,cybercommand@omes.ok.gov
oklahomabenefits.gov,Non-Federal Agency,Oklahoma Department of Human Services,,state,,OK,,,,Oklahoma City,cybercommand@omes.ok.gov
oklahomaworks.gov,Non-Federal Agency,Oklahoma Department of Commerce,,state,,OK,,,,Oklahoma City,(blank)
oklahomaworkstogether.gov,Non-Federal Agency,Oklahoma Department of Commerce,,state,,OK,,,,Oklahoma City,(blank)
oklegislature.gov,Non-Federal Agency,Legislative Service Bureau,,state,,OK,,,,Oklahoma City,julia.ngo@oklegislature.gov
okloft.gov,Non-Federal Agency,Oklahoma Legislative Service Bureau,,state,,OK,,,,Oklahoma City,(blank)
oksenate.gov,Non-Federal Agency,Legislative Service Bureau,,state,,OK,,,,Oklahoma City,julia.ngo@oklegislature.gov
oktransportation.gov,Non-Federal Agency,"Oklahoma, Office of Management and Enterprise Services",,state,,OK,,,,Oklahoma City,cybercommand@omes.ok.gov
onewyo.gov,Non-Federal Agency,Department of Enterprise Technology Services,,state,,WY,,,,Cheyenne,ets-security@wyo.gov
open-dc.gov,Non-Federal Agency,Board of Ethics and Government Accountability,,state,,DC,,,,Washington,kevin.brown@dc.gov
openmyfloridabusiness.gov,Non-Federal Agency,Florida Department of Business and Professional Regulation,,state,,FL,,,,Tallahassee,DBPRSecurity@myfloridalicense.com
openwalletfl.gov,Non-Federal Agency,Florida Department of Financial Services,,state,,FL,,,,Tallahassee,Clint.Morrow@myfloridacfo.com
openwalletflorida.gov,Non-Federal Agency,Florida Department of Financial Services,,state,,FL,,,,Tallahassee,Clint.Morrow@myfloridacfo.com
opportunitylouisiana.gov,Non-Federal Agency,Louisiana Economic Development,,state,,LA,,,,Baton Rouge,infosecteam@la.gov
or-medicaid.gov,Non-Federal Agency,State of Oregon,,state,,OR,,,,Salem,(blank)
or.gov,Non-Federal Agency,Oregon State Data Center,,state,,OR,,,,Salem,(blank)
oralert.gov,Non-Federal Agency,State of Oregon,,state,,OR,,,,Salem,(blank)
orangebeachal.gov,Non-Federal Agency,City of Orange Beach,,state,,AL,,,,Orange Beach,itsupport@orangebeachal.gov
oregonattorneygeneral.gov,Non-Federal Agency,Oregon Department of Justice,,state,,OR,,,,Salem,(blank)
oregonatv.gov,Non-Federal Agency,Oregon Parks & Recreation Department,,state,,OR,,,,Salem,OPRD.IT_ArchitectureTeam@oprd.oregon.gov
oregonbenefitsonline.gov,Non-Federal Agency,Oregon State Data Center,,state,,OR,,,,Salem,(blank)
oregonbuys.gov,Non-Federal Agency,Oregon State Data Center,,state,,OR,,,,Salem,(blank)
oregonchildsupport.gov,Non-Federal Agency,Oregon Department of Justice,,state,,OR,,,,Salem,(blank)
oregonconsumer.gov,Non-Federal Agency,Oregon State Data Center ETS,,state,,OR,,,,Salem,(blank)
oregoncoop.gov,Non-Federal Agency,Oregon Department of Administrative Services,,state,,OR,,,,Salem,(blank)
oregonhealthcare.gov,Non-Federal Agency,Enterprise Technology Services,,state,,OR,,,,Salem,(blank)
oregonlegislature.gov,Non-Federal Agency,Oregon State Data Center,,state,,OR,,,,Salem,(blank)
oregonmetro.gov,Non-Federal Agency,Metro,,state,,OR,,,,Portland,(blank)
oregonsaves.gov,Non-Federal Agency,State of Oregon,,state,,OR,,,,Salem,(blank)
oregonstudentaid.gov,Non-Federal Agency,Oregon State Data Center,,state,,OR,,,,Salem,(blank)
oregonvotes.gov,Non-Federal Agency,Oregon State Data Center,,state,,OR,,,,Salem,(blank)
orhealthcare.gov,Non-Federal Agency,Enterprise Technology Services,,state,,OR,,,,Salem,(blank)
ourindiana.gov,Non-Federal Agency,State of Indiana,,state,,IN,,,,Indianapolis,iotoperationalsecurity@iot.in.gov
outdoornebraska.gov,Non-Federal Agency,State of Nebraska,,state,,NE,,,,Lincoln,(blank)
pa.gov,Non-Federal Agency,Commonwealth of Pennsylvania,,state,,PA,,,,Harrisburg,RA-ENDOMAINSECURITY@pa.gov
pa529.gov,Non-Federal Agency,PA Treasury,,state,,PA,,,,Harrisburg,itsecurity@patreasury.gov
pa529able.gov,Non-Federal Agency,PA Treasury,,state,,PA,,,,Harrisburg,itsecurity@patreasury.gov
paable.gov,Non-Federal Agency,PA Treasury,,state,,PA,,,,Harrisburg,itsecurity@patreasury.gov
paauditor.gov,Non-Federal Agency,Pennsylvania Department of the Auditor General,,state,,PA,,,,Harrisburg,OITadmin@paauditor.gov
pacodeandbulletin.gov,Non-Federal Agency,Legislative Reference Bureau,,state,,PA,,,,Harris,mmillan@palrb.us
padillabay.gov,Non-Federal Agency,Padilla Bay National Estuarine Research Reserve,,state,,WA,,,,MOUNT VERNON,ecydlitsosecurity@ecy.wa.gov
pahouse.gov,Non-Federal Agency,Pennsylvania Legislative Data Processing Center,,state,,PA,,,,Harrisburg,(blank)
painvest.gov,Non-Federal Agency,Pennsylvania Treasury,,state,,PA,,,,Harrisburg,itsecurity@patreasury.gov
pakeystonesaves.gov,Non-Federal Agency,PA Treasury,,state,,PA,,,,Harrisburg,(blank)
pakeystonescholars.gov,Non-Federal Agency,PA Treasury,,state,,PA,,,,Harrisburg,itsecurity@patreasury.gov
palrb.gov,Non-Federal Agency,Legislative Reference Bureau,,state,,PA,,,,Harrisburg,mmillan@palrb.us
partnersforhealthtn.gov,Non-Federal Agency,State of Tennessee,,state,,TN,,,,Nashville,Cyber.Security@tn.gov
pasen.gov,Non-Federal Agency,Senate of Pennsylvania,,state,,PA,,,,Harrisburg,domains@legis.state.pa.us
pasenate.gov,Non-Federal Agency,Senate of Pennsylvania,,state,,PA,,,,Harrisburg,kkwon@legis.state.pa.us
patreasury.gov,Non-Federal Agency,Pennsylvania Treasury,,state,,PA,,,,Harrisburg,ITSecurity@patreasury.gov
penndot.gov,Non-Federal Agency,PA Department of Transportation,,state,,PA,,,,Harrisburg,wiott@pa.gov
pennsylvania.gov,Non-Federal Agency,Commonwealth of Pennsylvania,,state,,PA,,,,Harrisburg,RA-ENDOMAINSECURITY@pa.gov
pinalcourtsaz.gov,Non-Federal Agency,Pinal County Superior Court,,state,,AZ,,,,Florence,PinalITD@courts.az.gov
plymouthrockwi.gov,Non-Federal Agency,Town of Plymouth,,state,,WI,,,,Orfordville,chair@townofplymouthwi.com
police4tn.gov,Non-Federal Agency,State of Tennessee,,state,,TN,,,,Nashville,cyber.Security@tn.gov
ppa-or.gov,Non-Federal Agency,Oregon State Data Center,,state,,OR,,,,Salem,(blank)
pr.gov,Non-Federal Agency,Puerto Rico Innovation and Technology Service,,state,,PR,,,,San Juan,jroman@prits.pr.gov
preventhaiaz.gov,Non-Federal Agency,Arizona Department of Health Services,,state,,AZ,,,,Phoenix,(blank)
promesa.gov,Non-Federal Agency,Financial Oversight and Management Board for Puerto Rico,,state,,Puerto Rico,,,,San Juan,support@promesa.gov
protectingfloridatogether.gov,Non-Federal Agency,FL DEP,,state,,FL,,,,Tallahassee,depwebmaster@dep.state.fl.us
protectingfltogether.gov,Non-Federal Agency,FL DEP,,state,,FL,,,,Tallahassee,depwebmaster@dep.state.fl.us
protectkidsonlinewi.gov,Non-Federal Agency,Wisconsin Department of Justice,,state,,WI,,,,Madison,bcssecteam@doj.state.wi.us
psncuc.gov,Non-Federal Agency,Public Staff - North Carolina Utilities Commission ,,state,,NC,,,,Raleigh,it.staff@psncuc.nc.gov
psprsaz.gov,Non-Federal Agency,PSPRS,,state,,AZ,,,,Phoenix,notification@psprs.com
purchasetncrash.gov,Non-Federal Agency,State of Tennessee,,state,,TN,,,,Nashville,Cyber.Security@tn.gov
qaazdhs.gov,Non-Federal Agency,Arizona Department of Health Services,,state,,AZ,,,,Phoenix,(blank)
qualityfirstaz.gov,Non-Federal Agency,"State of Arizona, Department of Administration",,state,,AZ,,,,Phoenix,Edward.Jewell@AZDCS.GOV
reachnj.gov,Non-Federal Agency,NJ Office of Information Technology,,state,,NJ,,,,Trenton,(blank)
readyalabama.gov,Non-Federal Agency,Governor's Office of Faith-Based and Community Initiatives,,state,,AL,,,,Montgomery,(blank)
readycolorado.gov,Non-Federal Agency,Governor's Office of Information Technologies,,state,,CO,,,,Denver,isoc@state.co.us
readync.gov,Non-Federal Agency,North Carolina Emergency Management,,state,,NC,,,,Raleigh,DITPSInformationSecurity@ncdps.gov
readynh.gov,Non-Federal Agency,"State of New Hampshire, Dept of Information Technology",,state,,NH,,,,Concord,nh-cic@doit.nh.gov
readyvirginia.gov,Non-Federal Agency,Virginia Department of Emergency Management,,state,,VA,,,,Richmond,(blank)
rebuildflorida.gov,Non-Federal Agency,DEO,,state,,FL,,,,Tallahassee,infosec@deo.myflorida.com
recoveryohio.gov,Non-Federal Agency,State of Ohio,,state,,OH,,,,Columbus,domain.manager@das.ohio.gov
recycleohio.gov,Non-Federal Agency,State of Ohio,,state,,OH,,,,Columbus,(blank)
reemployks.gov,Non-Federal Agency,Kansas Department of Commerce,,state,,KS,,,,TOPEKA,mark.abraham@ks.gov
registertovoteflorida.gov,Non-Federal Agency,Florida Department of State,,state,,FL,,,,Tallahassee,Security@dos.myflorida.com
registertovotenv.gov,Non-Federal Agency,Nevada Secretary of State,,state,,NV,,,,Carson City,jgruver@sos.nv.gov
reportittn.gov,Non-Federal Agency,Office for Information Resources,,state,,TN,,,,Nashville,Cyber.Security@tn.gov
resilientlouisianacommission.gov,Non-Federal Agency,Louisiana Economic Development,,state,,LA,,,,Baton Rouge,infosecteam@la.gov
retirereadytn.gov,Non-Federal Agency,Office for Information Resources,,state,,TN,,,,Nashville,Cyber.Security@tn.gov
rhhd.gov,Non-Federal Agency,Richmond and Henrico Health Districts ,,state,,VA,,,,Richmond,Ryan.Goldsberry@vdh.virginia.gov
ri.gov,Non-Federal Agency,State of Rhode Island,,state,,RI,,,,Providence,(blank)
ridesharewi.gov,Non-Federal Agency,Wisconsin Department of Transportation,,state,,WI,,,,Madison,dotcomputersecurity@dot.wi.gov
ridesharewisconsin.gov,Non-Federal Agency,Wisconsin Department of Transportation,,state,,WI,,,,Madison,dotcomputersecurity@dot.wi.gov
rie911.gov,Non-Federal Agency,Rhode Island E911,,state,,RI,,,,North Scituate,jonathan.barrette@risp.gov
rilegislature.gov,Non-Federal Agency,"RI State House, Joint Committee on Legislative Services",,state,,RI,,,,Providence,pwood@rilegislature.gov
rioag.gov,Non-Federal Agency,Office of the Auditor General,,state,,RI,,,,Providence,pwood@rilegislature.gov
ripsga.gov,Non-Federal Agency,Rhode Island State Police,,state,,RI,,,,North Scituate,(blank)
risecstate.gov,Non-Federal Agency,RI Department of State,,state,,RI,,,,Providence,(blank)
risheriffs.gov,Non-Federal Agency,Department of Public Safety,,state,,RI,,,,North Scituate,jonathan.barrette@risp.gov
risp.gov,Non-Federal Agency,Rhode Island State Police,,state,,RI,,,,North Scituate,chris.kayrouz@risp.gov
rsa-al.gov,Non-Federal Agency,Retirement System of Alabama,,state,,AL,,,,Montgomery,securityops@rsa-al.gov
rulewatchohio.gov,Non-Federal Agency,State of Ohio,,state,,OH,,,,Columbus,(blank)
safeandsoundiowa.gov,Non-Federal Agency,State of Iowa - OCIO,,state,,IA,,,,Des Moines,soc@iowa.gov
safeathomeohio.gov,Non-Federal Agency,State of Ohio,,state,,OH,,,,Columbus,domain.manager@das.ohio.gov
safeathomewi.gov,Non-Federal Agency,Wisconsin Department of Justice,,state,,WI,,,,Madison,bcssecteam@doj.state.wi.us
safehomealabama.gov,Non-Federal Agency,State of Alabama - Unified Judicial System,,state,,AL,,,,Montgomery,Robert.barclay@alacourt.gov
safemt.gov,Non-Federal Agency,Montana State Fund,,state,,MT,,,,Helena,stfitsecurity@mt.gov
safesd.gov,Non-Federal Agency,State of South Dakota - BIT,,state,,SD,,,,Pierre,soc@state.sd.gov
safestayok.gov,Non-Federal Agency,"Oklahoma, Office of Management and Enterprise Services",,state,,OK,,,,Oklahoma City,cybercommand@omes.ok.gov
safetyworksmaine.gov,Non-Federal Agency,Maine Department of Labor,,state,,ME,,,,Augusta,DotGov-Domain-Security.MaineIT@maine.gov
saomt.gov,Non-Federal Agency,"Montana Office of the Commissioner of Securities and Insurance, Montana State Auditor",,state,,MT,,,,Helena,csi.it@mt.gov
save4lateriowa.gov,Non-Federal Agency,State of Iowa - OCIO,,state,,IA,,,,Des Moines,(blank)
saveourhomeaz.gov,Non-Federal Agency,Arizona Department of Housing,,state,,AZ,,,,Phoenix,(blank)
savethedreamohio.gov,Non-Federal Agency,State of Ohio,,state,,OH,,,,Columbus,(blank)
scag.gov,Non-Federal Agency,South Carolina Office of the Attorney General,,state,,SC,,,,Columbia,(blank)
scconsumer.gov,Non-Federal Agency,State of South Carolina Department of Consumer Affairs,,state,,SC,,,,Columbia,(blank)
scdew.gov,Non-Federal Agency,SC Dept. of Employment and Workforce,,state,,SC,,,,Columbia,tsadmins@dew.sc.gov
scdhec.gov,Non-Federal Agency,SC DHEC,,state,,SC,,,,Columbia,SOC@dhec.sc.gov
scdhhs.gov,Non-Federal Agency,SC Department of Health and Human Services,,state,,SC,,,,Columbia,davisr@scdhhs.gov
scdps.gov,Non-Federal Agency,South Carolina Department of Public Safety,,state,,SC,,,,Blythewood,(blank)
scelectionnet.gov,Non-Federal Agency,South Carolina State Election Commission,,state,,SC,,,,Columbia,bleach@elections.sc.gov
scfc.gov,Non-Federal Agency,South Carolina Forestry Commission,,state,,SC,,,,Columbia,(blank)
schouse.gov,Non-Federal Agency,Legislative Printing,,state,,SC,,,,Columbia,bruceellsworth@scstatehouse.gov
scmedicaid.gov,Non-Federal Agency,SC Dept of Health and Human Services,,state,,SC,,,,Columbia,davisr@scdhhs.gov
scohio.gov,Non-Federal Agency,"State of Ohio, Office of IT",,state,,OH,,,,Columbus,(blank)
scsenate.gov,Non-Federal Agency,Legislative Printing,,state,,SC,,,,Columbia,bruceellsworth@scstatehouse.gov
scserv.gov,Non-Federal Agency,SC DHEC,,state,,SC,,,,Columbia,SOC@dhec.sc.gov
scstatehouse.gov,Non-Federal Agency,Legislative Printing,,state,,SC,,,,Columbia,bruceellsworth@scstatehouse.gov
scvotes.gov,Non-Federal Agency,South Carolina State Election Commission,,state,,SC,,,,Columbia,bleach@elections.sc.gov
sdauditor.gov,Non-Federal Agency,Office of the State Auditor,,state,,SD,,,,Pierre,soc@state.sd.gov
sdbehavioralhealth.gov,Non-Federal Agency,State of South Dakota BIT,,state,,SD,,,,Pierre,socalerts@state.sd.us
sdbmoe.gov,Non-Federal Agency,Bureau of Information & Telecommuncation,,state,,SD,,,,Pierre,soc@state.sd.gov
sdlegislature.gov,Non-Federal Agency,State South Dakota Legislative Research Council,,state,,SD,,,,pierre,(blank)
sdresponse.gov,Non-Federal Agency,South Dakota Bureau of Information & Telecommunications,,state,,SD,,,,Pierre,soc@state.sd.gov
sdsos.gov,Non-Federal Agency,State of South Dakota,,state,,SD,,,,Pierre,soc@state.sd.gov
sdtreasurer.gov,Non-Federal Agency,State of South Dakota - BIT,,state,,SD,,,,Pierre,soc@state.sd.gov
servealabama.gov,Non-Federal Agency,Governor's Office of Volunteer Services,,state,,AL,,,,Montgomery,melinda.stallworth@servealabama.gov
serveidaho.gov,Non-Federal Agency,"State of Idaho, Office of Information Technology Services",,state,,ID,,,,Boise,hostmaster@idaho.gov
serveindiana.gov,Non-Federal Agency,Serve Indiana,,state,,IN,,,,Indianapolis,info@serveindiana.gov
servend.gov,Non-Federal Agency,"State of ND, ITD",,state,,ND,,,,Bismarck,itsecur@nd.gov
serveohio.gov,Non-Federal Agency,State of Ohio,,state,,OH,,,,Columb us,(blank)
servga.gov,Non-Federal Agency,Department of Public Health,,state,,GA,,,,Atlanta,olumide.adesulu@dph.ga.gov
servicearizona.gov,Non-Federal Agency,Arizona Department of Transportation,,state,,AZ,,,,Phoenix,(blank)
