domain_name,agency_organization,maintaining_office,use_case,Type of government,Federal branch,state,comments,link,date_added,agency_type,branch,Domain Type,city,security_contact_email
norwalkct.org,,,,Local,,Connecticut,"City of Norwalk, CT -- Note added 12/16/14 7:10",http://norwalkct.org/,6/6/13 18:09,local,,,,
norwalkoh.com,,,,Local,,Ohio,"City of Norwalk, OH -- Note added 3/26/14 18:14",http://norwalkoh.com/,6/6/13 18:08,local,,,,
norwich.vt.us,,,,Local,,Vermont,"Town of Norwich, VT -- Note added 8/14/14 5:39",http://norwich.vt.us/,6/6/13 18:08,local,,,,
norwichct.org,,,,Local,,Connecticut,"City of Norwich, CT -- Note added 12/16/14 7:09",http://norwichct.org/,6/6/13 18:08,local,,,,
norwichtownship.org,,,,Local,,Ohio,"Township of Norwich, OH -- Note added 3/26/14 18:15",http://norwichtownship.org/,6/6/13 18:08,local,,,,
norwood-ohio.com,,,,Local,,Ohio,"City of Norwood, OH -- Note added 3/26/14 18:17",http://norwood-ohio.com/,6/6/13 18:08,local,,,,
norwoodboro.org,,,,Local,,New Jersey,"Borough of Norwood, nj -- Note added 9/16/15 15:57",http://norwoodboro.org/,6/6/13 18:08,local,,,,
norwoodny.org,,,,Local,,New York,"Village of Norwood, NY -- Note added 7/2/15 10:46",http://norwoodny.org/,6/6/13 18:08,local,,,,
nottoway.org,,,,County,,Virginia,"Nottoway County, VA -- Note added 6/20/14 13:47",http://nottoway.org/,6/6/13 18:08,county,,,,
noxapater.com,,,,Local,,Mississippi,"Noxapater, MS -- Note added 7/25/14 17:53",http://noxapater.com/,6/6/13 18:08,local,,,,
npgov.org,,,,County,,Louisiana,"Parish of Natchitoches, LA -- Note added 12/5/13 19:48",http://npgov.org/,12/5/13 19:48,county,,,,
npidaho.com,,,,Local,,Idaho,"City of New Plymouth, ID -- Note added 7/8/13 19:20",http://npidaho.com/,6/6/13 18:08,local,,,,
nppj.org,,,,County,,Louisiana,"Natchitoches Parish Police Jury, LA -- Note added 12/5/13 19:45",http://www.nppj.org/indexold.html,6/6/13 18:08,county,,,,
nps.edu,Naval Postgraduate School,,Website - open to public,Federal,,,Naval Postgraduate School -- Note added 1/24/14 13:21,http://nps.edu/,1/24/14 13:21,federal,unspecified,,,
nrvpdc.org,,,,Regional,,Virginia,"The New River Valley Planning District is one of twenty one planning districts in Virginia whose commissions are chartered under Virginia law. Also known as PDC 4, the organization encompasses the counties of Floyd, Giles, Montgomery, and Pulaski, and the City of Radford. The purpose of the planning district commission is to promote regional cooperation, to coordinate the activities and policies of member local governments, and to provide planning assistance to local governments. -- Note added 6/20/14 13:49",http://nrvpdc.org/,6/6/13 18:08,regional,,,,
nsidc.org,,,,Quasigovernmental,,,"The NSIDC DAAC provides data and information on snow, sea ice, glaciers, ice sheets, ice shelves, frozen ground, soil moisture, cryosphere, and climate interactions, in support of research in global change detection, model validation, and water resource management.  from https://nsidc.org/daac - 3/2/2019 DPM -- Note added 3/2/19 12:29",https://nsidc.org/daac,3/2/19 12:24,quasigovernmental,,,,
nsmithfieldri.org,,,,Local,,Rhode Island,"Town of North Smithfield, RI -- Note added 6/7/13 18:39",http://www.nsmithfieldri.org/,6/6/13 18:08,local,,,,
nsn.us,,,,Native Sovereign Nation / Tribal,,,*.nsn.us pattern for native sovereign nation websites -- Note added 6/12/13 15:53,,6/12/13 15:52,native_sovereign_nation_tribal,,,,
nsopw.org,Department of Justice (DOJ),,Redirect,Federal,,,"Redirects to https://www.nsopw.gov/. -DPM 11/17/22. Dru Sjodin National Sex Offender Public Website (NSOPW), a partnership between the U.S. Department of Justice and state, territorial, and tribal governments. This .org domain is a mirror of http://www.nsopw.gov.  -- Note added 11/13/13 16:20",,11/13/13 16:19,federal,unspecified,,,
ntbnc.org,,,,Local,,North Carolina,"Town of North Topsail Beach, NC -- Note added 9/15/15 17:38",http://www.ntbnc.org/Pages/default.aspx,6/6/13 18:08,local,,,,
nterlearning.org,,,,Quasigovernmental,,,National Training and Education Resource - the NTER platform was produced under U.S. Department of Energy Contract No. DE-AM01-06IM00054. -- Note added 6/26/13 15:52,,6/6/13 18:08,quasigovernmental,,,,
nundatownship.com,,,,Local,,Illinois,"Nunda Township, IL -- Note added 7/3/14 15:23",http://nundatownship.com/,6/6/13 18:08,local,,,,
nutleynj.org,,,,Local,,New Jersey,"Township of Nutley, New Jersey -- Note added 9/16/15 15:58",http://nutleynj.org/,6/6/13 18:08,local,,,,
nutmegcfc.org,Combined Federal Campaign,,,Federal,,,,,6/6/13 18:08,federal,unspecified,,,
nutritionnc.com,,,,State,,North Carolina,"Nutrition Services Branch, Women's and Children's Health, NC Division of Public Health, NCDepartment of Health and Human Services  -- Note added 3/20/14 16:33",http://nutritionnc.com/,6/6/13 18:08,state,,,,
nvaging.net,,,,State,,Nevada,"Aging and Disability Services Division, Department of Health and Human Services, State of Nevada -- Note added 6/17/13 15:40",,6/17/13 15:39,state,,,,
nvtpa.com,,,,Local,,Pennsylvania,"North Versailles Township, PA -- Note added 10/1/14 13:50",http://nvtpa.com/,6/6/13 18:08,local,,,,
nwabor.org,,,,Local,,Alaska,"Arctic Northwest Borough, AK -- Note added 6/7/13 14:38",http://nwabor.org/,6/6/13 18:08,local,,,,
nwifc.org,,,,Native Sovereign Nation / Tribal,,Washington,Northwest Indian Fisheries Commission (NWIFC) is a support service organization for 20 treaty Indian tribes in western Washington. -- Note added 11/18/14 10:29,http://nwifc.org/,6/6/13 18:08,native_sovereign_nation_tribal,,,,
nwrdc.org,,,,Regional,,Minnesota,"Northwest Regional Development Commission Per the NWRDC website, the NWRDC 'is a body of 21 local elected officials and 15 public interest members who have formed a special purpose unit of government, as authorized by the Regional Development Act of 1969, to &ldquo;develop plans and implement programs which address growth and development issues&rdquo; in Northwest Minnesota.' -- Note added 5/1/15 1:36",http://nwrdc.org/,6/6/13 18:08,regional,,,,
nyack.org,,,,Local,,New York,"Village of Nyack, NY -- Note added 7/2/15 10:46",http://nyack.org/,6/6/13 18:08,local,,,,
nyccfc.org,Combined Federal Campaign,,,Federal,,New York,Combined Federal Campaign (CFC) of New York City -- Note added 9/26/14 19:02,http://www.nyccfc.org/_root/,6/6/13 18:08,federal,unspecified,,,
nycom.org,,,,State,,New York,New York State Conference of Mayors and Municipal Officials (NYCOM) -- Note added 7/2/15 10:49,http://nycom.org/,6/6/13 18:08,state,,,,
nyhistory.org,,,,State,,New York,New York Historical Society Museum and Library -- Note added 7/2/15 10:50,http://nyhistory.org/,6/6/13 18:08,state,,,,
nysca.org,,,,State,,New York,New York State Council on the Arts -- Note added 7/2/15 10:51,http://nysca.org/,6/6/13 18:08,state,,,,
nysegov.com,,,,State,,New York,New York State eGovernment listing of state agencies -- Note added 9/25/13 15:35,http://nysegov.com/citGuide.cfm?displaymode=normal,9/25/13 15:34,state,,,,
nysfair.org,,,,State,,New York,New York State Fair -- Note added 6/12/13 18:48,http://www.nysfair.org/,6/12/13 18:47,state,,,,
nyshcr.org,,,,State,,New York,New York State Homes and Community Renewal -- Note added 9/9/15 13:48,http://www.nyshcr.org/,6/6/13 18:08,state,,,,
nyslgitda.org,,,,State,,New York,New York State Local Government IT Directors Association (NYSLGITDA) -- Note added 7/2/15 10:59,http://nyslgitda.org/,6/6/13 18:08,state,,,,
nyssacity.org,,,,Local,,Oregon,"City of Nyssa, OR -- Note added 6/20/14 7:40",http://nyssacity.org/,6/6/13 18:08,local,,,,
nytrooper.com,,,,State,,New York,New York State Police Recruitment Center -- Note added 1/3/14 13:14,http://nytrooper.com/,1/3/14 13:14,state,,,,
oahumpo.org,,,,Local,,Hawaii,Oahu Metropolitan Planning Organization (OahuMPO) -- Note added 6/12/13 13:24,http://www.oahumpo.org/,6/6/13 18:08,local,,,,
oak-brook.org,,,,Local,,Illinois,"Village of Oak Brook, IL -- Note added 7/3/14 15:24",http://oak-brook.org/,6/6/13 18:08,local,,,,
oak-forest.org,,,,Local,,Illinois,"City of Oak Forest, IL -- Note added 7/3/14 15:25",http://oak-forest.org/,6/6/13 18:08,local,,,,
oakbrookterrace.net,,,,Local,,Illinois,"City of Oakbrook Terrace, IL -- Note added 7/3/14 15:25",http://www.oakbrookterrace.net/,6/6/13 18:08,local,,,,
oakcreekwi.org,,,,Local,,Wisconsin,"City of Oak Creek, WI -- Note added 8/6/14 5:35",http://oakcreekwi.org/,6/6/13 18:08,local,,,,
oakdaleborough.com,,,,Local,,Pennsylvania,"Oakdale Borough, PA -- Note added 10/1/14 13:51",http://oakdaleborough.com/,6/6/13 18:08,local,,,,
oakesdale.org,,,,Local,,Washington,"Town of Oakesdale, WA -- Note added 11/17/14 7:24",http://oakesdale.org/,6/6/13 18:08,local,,,,
oakfield.govoffice.com,,,,Local,,New York,"Village of Oakfield, NY -- Note added 7/2/15 11:00",http://www.oakfield.govoffice.com/,6/6/13 18:09,local,,,,
oakfieldme.org,,,,Local,,Maine,"oakfield, me -- Note added 8/27/15 19:44",http://www.oakfieldme.org/,6/6/13 18:08,local,,,,
oakgov.com,,,,County,,Michigan,"Oakland County, MI -- Note added 9/24/14 16:29",http://www.oakgov.com/Pages/home.aspx,6/6/13 18:08,county,,,,
oakharbor.org,,,,Local,,Washington,"City of Oak Harbor, WA -- Note added 11/17/14 7:23",http://www.oakharbor.org/index.cfm,6/6/13 18:08,local,,,,
oakislandnc.com,,,,Local,,North Carolina,"Town of Oak Island, NC -- Note added 9/15/15 17:40",http://oakislandnc.com/,6/6/13 18:08,local,,,,
oaklandmaine.us,,,,Local,,Maine,"oakland, maine -- Note added 8/27/15 19:45",http://www.oaklandmaine.us/,6/6/13 18:08,local,,,,
oaklandmd.com,,,,Local,,Maryland,"Oakland, MD -- Note added 5/27/14 3:39",http://www.oaklandmd.com/,6/6/13 18:08,local,,,,
oaklandparkfl.org,,,,Local,,Florida,"The City of Oakland Park, FL -- Note added 7/1/15 18:11",http://oaklandparkfl.org/,6/6/13 18:08,local,,,,
oaklandtownship.org,,,,Local,,Michigan,"oakland township,m mi -- Note added 9/3/15 15:50",http://oaklandtownship.org/,6/6/13 18:08,local,,,,
oaklyn-nj.net,,,,Local,,New Jersey,"Borough of Oaklyn, NJ -- Note added 11/20/13 12:57",http://www.oaklyn-nj.net/,6/6/13 18:08,local,,,,
oakmontborough.com,,,,Local,,Pennsylvania,"Oakmont Borough, PA -- Note added 10/1/14 13:53",http://oakmontborough.com/,6/6/13 18:08,local,,,,
oakpark-mi.com,,,,Local,,Michigan,"oakpark, mi -- Note added 9/3/15 15:50",http://oakpark-mi.com/,6/6/13 18:08,local,,,,
oakparktownship.org,,,,Local,,Illinois,"Oak Park Township, IL -- Note added 7/3/14 15:25",http://oakparktownship.org/,6/6/13 18:08,local,,,,
oakridgenc.com,,,,Local,,North Carolina,"town of oak ridge, nc -- Note added 9/15/15 17:41",http://www.oakridgenc.com/,6/6/13 18:08,local,,,,
oakvillecityhall.com,,,,Local,,Washington,"City of Oakville, WA -- Note added 11/17/14 7:22",http://oakvillecityhall.com/,6/6/13 18:08,local,,,,
obms.us,,,,Local,,Mississippi,"City of Olive Branch, MS -- Note added 7/25/14 17:53",http://www.obms.us/,6/6/13 18:08,local,,,,
ocalafl.org,,,,Local,,Florida,"The City of Ocala, FL -- Note added 7/1/15 18:13",http://ocalafl.org/default.aspx,6/6/13 18:08,local,,,,
occeweb.com,,,,State,,Oklahoma,OK Corporation Commission -- Note added 8/28/15 18:20,http://occeweb.com/,6/6/13 18:08,state,,,,
oceancountyclerk.com,,,,County,,New Jersey,ocean county clerk site -- Note added 9/16/15 15:58,http://www.oceancountyclerk.com/,6/6/13 18:08,county,,,,
oceanridgeflorida.com,,,,Local,,Florida,"The Town of Ocean Ridge, FL -- Note added 7/1/15 18:14",http://oceanridgeflorida.com/,6/6/13 18:08,local,,,,
oceantwp.org,,,,Local,,New Jersey,"ocean township, nj -- Note added 9/16/15 16:11",http://oceantwp.org/,6/6/13 18:08,local,,,,
oceanviewde.com,,,,Local,,Delaware,"Town of Ocean View, DE -- Note added 6/7/13 17:20",http://www.oceanviewde.com/,6/6/13 18:08,local,,,,
ocgov.com,,,,County,,California,"Orange County, CA -- Note added 7/19/13 17:42",http://ocgov.com/,6/6/13 18:09,county,,,,
ocgov.net,,,,County,,New York,"County of Oneida, NY -- Note added 7/2/15 11:01",http://ocgov.net/,6/6/13 18:08,county,,,,
ocnj.us,,,,Local,,New Jersey,"Ocean City, NJ -- Note added 1/17/14 15:49",http://www.ocnj.us/,6/6/13 18:08,local,,,,
ocoee.org,,,,Local,,Florida,"The City of Ocoee, FL -- Note added 7/1/15 18:15",http://ocoee.org/,6/6/13 18:08,local,,,,
oconeecounty.com,,,,County,,Georgia,"Oconee County, Ga -- Note added 8/25/15 15:47",http://www.oconeecounty.com/,6/6/13 18:08,county,,,,
oconeesc.com,,,,County,,South Carolina,"oconee county, sc -- Note added 8/28/15 15:13",http://oconeesc.com/,6/6/13 18:08,county,,,,
oconlake.com,,,,Local,,Wisconsin,"Village of Oconomowoc Lake, WI -- Note added 8/6/14 5:36",http://oconlake.com/,6/6/13 18:08,local,,,,
odebolt.net,,,,Local,,Iowa,"odebolt, Ia -- Note added 8/25/15 20:50",http://odebolt.net/,6/6/13 18:08,local,,,,
odessawa.com,,,,Local,,Washington,"City of Odessa, WA -- Note added 11/17/14 7:21",http://odessawa.com/,6/6/13 18:08,local,,,,
ofallon.org,,,,Local,,Illinois,"City of O'Fallon, IL -- Note added 7/3/14 15:26",http://www.ofallon.org/,6/6/13 18:08,local,,,,
ogdenny.com,,,,Local,,New York,"Town of Ogden, NY -- Note added 7/2/15 11:02",http://www.ogdenny.com/,6/6/13 18:08,local,,,,
ogdensburg.org,,,,Local,,New York,"City of Ogdensburg, NY -- Note added 7/2/15 11:02",http://ogdensburg.org/,6/6/13 18:08,local,,,,
oglecounty.org,,,,County,,Illinois,"Ogle County, IL -- Note added 7/3/14 15:26",http://oglecounty.org/,6/6/13 18:08,county,,,,
oh-lucascounty.civicplus.com,,,,County,,Ohio,"Lucas County, OH -- Note added 3/21/14 16:53",http://oh-lucascounty.civicplus.com/index.aspx?NID=675,3/21/14 16:53,county,,,,
oha.org,,,,State,,Hawaii,"Office of Hawaiian Affairs - 'Under the direction of nine trustees elected statewide, OHA has functioned operationally as both a government agency with a strong degree of autonomy, and as a trust.' -- Note added 6/12/13 13:27",http://www.oha.org/,6/6/13 18:08,state,,,,
ohara.pa.us,,,,Local,,Pennsylvania,"O'Hara Township, PA -- Note added 10/1/14 13:54",http://ohara.pa.us/,6/6/13 18:08,local,,,,
bwc.ohio.gov,,,,State,,Ohio,Ohio Bureau of Workers' Compensation -- Note added 3/26/14 18:21,https://www.bwc.ohio.gov/,6/6/13 18:08,state,,,,
ohiocountytreasurers.org,,,,County,,Ohio,County Treasurers Association of Ohio -- Note added 3/26/14 18:28,http://ohiocountytreasurers.org/,6/6/13 18:08,county,,,,
ohiohumanities.org,,,,State,,Ohio,Ohio Humanities Council -- Note added 3/26/14 18:28,http://ohiohumanities.org/,6/6/13 18:08,state,,,,
ohiolottery.com,,,,State,,Ohio,Ohio Lottery -- Note added 6/12/13 14:22,http://www.ohiolottery.com/,6/6/13 18:08,state,,,,
ohiorecorders.com,,,,State,,Ohio,Ohio Recorders' Association -- Note added 3/26/14 18:36,http://ohiorecorders.com/,6/6/13 18:08,state,,,,
ohiotwp.org,,,,Local,,Pennsylvania,"Ohio Township, PA -- Note added 10/1/14 13:55",http://www.ohiotwp.org/,6/6/13 18:08,local,,,,
ohs.org,,,,State,,Oregon,Oregon Historical Society -- Note added 6/20/14 7:38,http://ohs.org/,6/6/13 18:08,state,,,,
oibgov.com,,,,Local,,North Carolina,"Ocean Isle Beach, NC -- Note added 9/15/15 17:42",http://www.oibgov.com/,6/6/13 18:08,local,,,,
okacco.com,,,,County,,Oklahoma,"association of county commissioners, ok -- Note added 8/28/15 18:20",http://okacco.com/,6/6/13 18:08,county,,,,
floridapanhandle-cfc.org,Combined Federal Campaign,,,Federal,,Florida,The Florida Panhandle Combined Federal Campaign (CFC) -- Note added 7/1/15 18:17,http://www.floridapanhandle-cfc.org/_root/,6/6/13 18:08,federal,unspecified,,,
okanogancounty.org,,,,County,,Washington,"Okanogan County, WA -- Note added 1/6/14 19:34",http://okanogancounty.org/,6/6/13 18:08,county,,,,
okcareertech.org,,,,State,,Oklahoma,OK career tech website -- Note added 8/28/15 18:21,http://www.okcareertech.org/,6/6/13 18:08,state,,,,
okdhs.org,,,,State,,Oklahoma,OK dept of human services -- Note added 8/28/15 18:21,http://okdhs.org/,6/6/13 18:08,state,,,,
oklahomacounty.org,,,,County,,Oklahoma,"Oklahoma County, OK -- Note added 8/2/13 14:58",http://oklahomacounty.org/,6/6/13 18:08,county,,,,
odl.oklibshare.org,,,,State,,Oklahoma,"OKLibShare, Oklahoma Department of Libraries -- Note added 8/27/15 16:00",http://odl.oklibshare.org/,8/27/15 15:59,state,,,,
oklpgas.org,,,,State,,Oklahoma,OK LP Gas commission -- Note added 8/28/15 18:22,http://oklpgas.org/,6/6/13 18:08,state,,,,
olantasc.com,,,,Local,,South Carolina,"olanta, sc -- Note added 8/28/15 15:15",http://olantasc.com/,6/6/13 18:08,local,,,,
olatheks.org,,,,Local,,Kansas,"City of Olathe, KS -- Note added 7/10/14 6:33",http://olatheks.org/,6/6/13 18:08,local,,,,
olcott-newfane.com,,,,Local,,New York,"Town of Newfane and Olcott Beach, NY -- Note added 7/2/15 11:04",http://www.olcott-newfane.com/,6/6/13 18:08,local,,,,
oldbridge.com,,,,Local,,New Jersey,"OLD BRIDGE TOWNSHIP, nj -- Note added 9/16/15 16:11",http://oldbridge.com/,6/6/13 18:08,local,,,,
oldbrookville.net,,,,Local,,New York,"Village of Old Brookville, NY -- Note added 7/2/15 11:05",http://oldbrookville.net/,6/6/13 18:08,local,,,,
oldfieldny.org,,,,Local,,New York,"Village of Old Field, NY -- Note added 7/2/15 11:05",http://oldfieldny.org/,6/6/13 18:08,local,,,,
oldhamcounty.net,,,,County,,Kentucky,"old ham county, ky -- Note added 8/27/15 16:52",http://oldhamcounty.net/,6/6/13 18:08,county,,,,
oldmanstownship.com,,,,Local,,New Jersey,"Oldmans Township, NJ -- Note added 9/16/15 16:12",http://www.oldmanstownship.com/,6/6/13 18:08,local,,,,
oldsaybrookct.org,,,,Local,,Connecticut,"Town of Old Saybrook, CT -- Note added 6/12/13 17:49",http://oldsaybrookct.org/Pages/index,6/6/13 18:08,local,,,,
oldtappan.net,,,,Local,,New Jersey,"Borough of Old Tappan, NJ -- Note added 9/16/15 16:13",http://oldtappan.net/,6/6/13 18:08,local,,,,
olmsteadva.com,,,,State,,Virginia,State of Virginia Olmstead Initiative -- Note added 8/27/15 14:13,http://olmsteadva.com/,8/27/15 14:12,state,,,,
olmstedfalls.org,,,,Local,,Ohio,"City of Olmsted Falls, OH -- Note added 3/26/14 18:38",http://olmstedfalls.org/2008/index.php,6/6/13 18:08,local,,,,
omakcity.com,,,,Local,,Washington,"City of Omak, WA -- Note added 11/17/14 7:20",http://omakcity.com/,6/6/13 18:08,local,,,,
omlohio.org,,,,State,,Ohio,Ohio Municipal League -- Note added 3/26/14 18:40,http://omlohio.org/,6/6/13 18:08,state,,,,
omro-wi.com,,,,Local,,Wisconsin,"City of Omro, WI -- Note added 8/6/14 5:37",http://www.omro-wi.com/,6/6/13 18:08,local,,,,
onancock.com,,,,Local,,Virginia,"Town of Onancock, VA -- Note added 6/27/14 13:57",http://onancock.com/TownofOnancock/Home.html,6/6/13 18:08,local,,,,
onecpd.info,Department of Housing and Urban Development,,Redirect,Federal,,,"Redirects to https://www.hudexchange.info/. -DPM 11/17/22. OneCPD Resource Exchange, U.S. Department of Housing and Urban Development -- Note added 1/10/14 19:17",https://www.onecpd.info/,1/10/14 19:17,federal,unspecified,,,
oneidacity.com,,,,Local,,New York,"City of Oneida, NY -- Note added 7/2/15 11:06",http://oneidacity.com/,6/6/13 18:08,local,,,,
oneidacountyid.com,,,,County,,Idaho,"Oneida County, ID -- Note added 7/8/13 19:10",http://oneidacountyid.com/,7/8/13 19:10,county,,,,
oneidatownship.org,,,,Local,,Michigan,"oneida township, mi -- Note added 9/3/15 15:50",http://oneidatownship.org/web/index.htm,6/6/13 18:08,local,,,,
onelakewood.com,,,,Local,,Ohio,"City of Lakewood, OH -- Note added 3/26/14 18:41",http://onelakewood.com/,6/6/13 18:08,local,,,,
onencnaturally.org,,,,State,,North Carolina,"Office of Land and Water Stewardship, a non-regulatory division within North Carolina's DENR that provides information and assistance to support effective conservation and resilient communities.  -- Note added 11/12/15 12:36",http://onencnaturally.org/,6/6/13 18:09,state,,,,
oneonta.ny.us,,,,Local,,New York,"Town and Village of Oneonta, NY -- Note added 7/2/15 11:07",http://oneonta.ny.us/,6/6/13 18:08,local,,,,
onetonline.org,Employment and Training Administration,,,Federal,,,"An American Job Center partner. ONET OnLine is created for the U.S. Department of Labor, Employment & Training Administration, by the National Center for ONET Development. -- Note added 7/23/14 13:24",,6/6/13 18:08,federal,unspecified,,,
ongov.net,,,,County,,New York,"County of Onondaga, NY -- Note added 7/2/15 11:08",http://ongov.net/,6/6/13 18:08,county,,,,
onslowcountycfc.org,Combined Federal Campaign,,,Federal,,North Carolina,Onslow County CFC -- Note added 9/15/15 17:42,http://www.onslowcountycfc.org/_root/,6/6/13 18:08,federal,unspecified,,,
ontarioohio.org,,,,Local,,Ohio,"City of Ontario, OH -- Note added 3/26/14 18:42",http://ontarioohio.org/,6/6/13 18:08,local,,,,
ontariooregon.org,,,,Local,,Oregon,"City of Ontario, OR -- Note added 6/20/14 7:37",http://www.ontariooregon.org/index.cfm,6/6/13 18:08,local,,,,
ontariotown.org,,,,Local,,New York,"Town of Ontario, NY -- Note added 7/2/15 11:09",http://www.ontariotown.org/,6/6/13 18:08,local,,,,
ontwatwp.org,,,,Local,,Michigan,"Ontwa Township, MI -- Note added 12/5/13 20:22",http://www.ontwatwp.org/,12/5/13 20:22,local,,,,
oobmaine.com,,,,Local,,Maine,"oob, maine -- Note added 8/27/15 19:47",http://oobmaine.com/Pages/index,6/6/13 18:08,local,,,,
oostburg.org,,,,Local,,Wisconsin,"Village of Oostburg, WI -- Note added 8/6/14 5:38",http://www.oostburg.org/,6/6/13 18:08,local,,,,
opelika-al.gov,,,,Local,,Alabama,"City of Opelika, AL -- Note added 7/15/13 18:13",http://www.opelika-al.gov/,6/6/13 18:08,local,,,,
opengovplatform.org,General Services Administration (GSA),,Website - open to public,Federal,,,The Open Government Platform is being developed by the Indian National Informatics Centre and the Data.gov team at the U.S. General Services Administration. -- Note added 6/26/13 15:56,,6/6/13 18:08,federal,unspecified,,,
opkansas.org,,,,Local,,Kansas,"City of Overland Park, KS -- Note added 7/10/14 6:32",http://www.opkansas.org/,6/6/13 18:08,local,,,,
oppj.org,,,,County,,Louisiana,Ouachita Parish Police Jury -- Note added 8/24/15 15:03,http://oppj.org/,6/6/13 18:08,county,,,,
oradell.org,,,,Local,,New Jersey,"Borough of Oradell, nj -- Note added 9/16/15 16:13",http://www.oradell.org/ornj/,6/6/13 18:08,local,,,,
orangeburg.sc.us,,,,Local,,South Carolina,"orangeburg, sc -- Note added 8/28/15 15:15",http://orangeburg.sc.us/,6/6/13 18:08,local,,,,
orangeburgcounty.org,,,,County,,South Carolina,"orangeburg county, sc -- Note added 8/28/15 15:16",http://orangeburgcounty.org/,6/6/13 18:08,county,,,,
orangecountyda.com,,,,County,,California,"Office of the District Attorney, Orange County, CA -- Note added 1/10/14 19:17",http://orangecountyda.com/home/index.asp,1/10/14 19:17,county,,,,
orangecountyfl.net,,,,County,,Florida,"Orange County, FL -- Note added 1/14/14 16:32",http://orangecountyfl.net/,6/6/13 18:08,county,,,,
orangetown.com,,,,Local,,New York,"Town of Orangetown, NY -- Note added 7/2/15 11:10",http://orangetown.com/,6/6/13 18:08,local,,,,
orangevillage.com,,,,Local,,Ohio,"Orange Village, OH -- Note added 3/26/14 18:43",http://orangevillage.com/,6/6/13 18:08,local,,,,
oraniowa.com,,,,Local,,Iowa,"Oran, Ia -- Note added 8/25/15 20:50",http://oraniowa.com/,6/6/13 18:08,local,,,,
orchardcityco.org,,,,Local,,Colorado,"Town of Orchard City, CO -- Note added 6/6/13 18:09",http://orchardcityco.org/,6/6/13 18:09,local,,,,
orchardparkny.org,,,,Local,,New York,"Town of Orchard Park, NY -- Note added 7/2/15 11:11",http://orchardparkny.org/content,6/6/13 18:08,local,,,,
orcity.org,,,,Local,,Oregon,"City of Oregon City, OR -- Note added 6/20/14 7:35",http://www.orcity.org/,6/6/13 18:08,local,,,,
oregonartscommission.org,,,,State,,Oregon,Oregon Arts Commission -- Note added 6/20/14 7:34,http://www.oregonartscommission.org/,6/6/13 18:08,state,,,,
oregonfilm.org,,,,State,,Oregon,Oregon Governor's Office of Film and Television -- Note added 3/20/14 16:53,http://oregonfilm.org/,6/6/13 18:08,state,,,,
oregonlottery.org,,,,State,,Oregon,Oregon Lottery -- Note added 6/12/13 14:22,http://oregonlottery.org/,6/6/13 18:08,state,,,,
oregonstatefair.org,,,,State,,Oregon,Oregon State Fair -- Note added 6/20/14 7:22,http://oregonstatefair.org/,6/6/13 18:08,state,,,,
orfordnh.us,,,,Local,,New Hampshire,"orford, nh -- Note added 9/2/15 19:05",http://orfordnh.us/,6/6/13 18:08,local,,,,
orfordville.org,,,,Local,,Wisconsin,"Village of Orfordville, WI -- Note added 8/6/14 5:39",http://orfordville.org/Index.cfm?Load=Yes,6/6/13 18:08,local,,,,
origins.ou.edu,,,,State,,Oklahoma,"The Oklahoma Resources Integration General Information Network System (Origins) is an online database which contains economic, social, and demographic data intended for use by community leaders, educators, businesses, government agencies, and decision makers. -- Note added 8/28/15 18:22",http://origins.ou.edu/,6/6/13 18:08,state,,,,
oriontownship.org,,,,Local,,Michigan,"orion township, mi -- Note added 9/3/15 15:51",http://oriontownship.org/,6/6/13 18:08,local,,,,
orland-park.il.us,,,,Local,,Illinois,"Village of Orland Park, IL -- Note added 7/3/14 15:29",http://orland-park.il.us/,6/6/13 18:09,local,,,,
orlandhills.org,,,,Local,,Illinois,"Village of Orland Hills, IL -- Note added 7/3/14 15:29",http://orlandhills.org/,6/6/13 18:08,local,,,,
orlandme.org,,,,Local,,Maine,"Town of Orland, me -- Note added 8/27/15 19:48",http://orlandme.org/,6/6/13 18:08,local,,,,
orleansny.com,,,,County,,New York,"County of Orleans, NY -- Note added 7/2/15 11:12",http://orleansny.com/,6/6/13 18:08,county,,,,
ormondbeach.org,,,,Local,,Florida,"The City of Ormond Beach, FL -- Note added 7/1/15 18:20",http://ormondbeach.org/,6/6/13 18:08,local,,,,
orono.org,,,,Local,,Maine,"orono, me -- Note added 8/27/15 19:48",http://www.orono.org/,6/6/13 18:08,local,,,,
oronoco.com,,,,Local,,Minnesota,"City of Oronoco, MN -- Note added 5/1/15 1:38",http://www.oronoco.com/,6/6/13 18:08,local,,,,
oroville-wa.com,,,,Local,,Washington,"City of Oroville, WA -- Note added 11/17/14 7:19",http://oroville-wa.com/,6/6/13 18:08,local,,,,
orvcfc.org,Combined Federal Campaign,,,Federal,,Ohio,Ohio River Valley Combined Federal Campaign -- Note added 3/26/14 18:45,http://www.orvcfc.org/_root/,6/6/13 18:08,federal,unspecified,,,
osageco.org,,,,County,,Kansas,"Osagae County, KS -- Note added 7/10/14 6:31",http://osageco.org/,6/6/13 18:08,county,,,,
osawatomieks.org,,,,Local,,Kansas,"City of Osawatomie, KS -- Note added 7/10/14 6:30",http://osawatomieks.org/,6/6/13 18:09,local,,,,
osbckansas.org,,,,State,,Kansas,Office of the State Bank Commissioner of Kansas -- Note added 7/10/14 6:29,http://www.osbckansas.org/,6/6/13 18:08,state,,,,
